City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
250,Korhogo,CI,9.45,-5.6333,96.91,28,89,4.29,overcast clouds
251,Idritsa,RU,56.3316,28.8988,50.16,52,99,3.15,overcast clouds
252,Karratha,AU,-20.7377,116.8463,82.58,51,97,5.66,overcast clouds
253,Vostok,RU,46.4856,135.8833,29.5,87,100,2.48,overcast clouds
254,Athens,GR,37.9795,23.7162,69.22,46,100,10.0,overcast clouds
255,Lazaro Cardenas,MX,17.9583,-102.2,85.15,37,10,2.84,clear sky
256,Luderitz,NA,-26.6481,15.1594,69.31,43,0,7.72,clear sky
257,Sorland,NO,67.667,12.6934,42.66,92,100,30.67,light rain
258,Adrar,MR,20.5022,-10.0711,97.29,6,0,3.53,clear sky
259,Sakaiminato,JP,35.55,133.2333,46.38,87,20,6.91,few clouds
260,Chiman,PK,32.5463,73.8138,95.99,13,0,4.38,clear sky
261,Port Keats,AU,-14.25,129.55,78.49,47,11,7.4,few clouds
262,Necochea,AR,-38.5473,-58.7368,54.55,61,94,13.67,overcast clouds
263,Hasaki,JP,35.7333,140.8333,52.29,85,100,23.55,overcast clouds
264,Tres Arroyos,AR,-38.3739,-60.2798,54.14,62,99,12.01,overcast clouds
265,Victor Harbor,AU,-35.5667,138.6167,60.01,89,42,7.54,scattered clouds
266,Marsh Harbour,BS,26.5412,-77.0636,75.16,73,39,16.89,scattered clouds
267,Paamiut,GL,61.994,-49.6678,34.47,90,87,3.98,overcast clouds
268,Saint-Ambroise,CA,48.5501,-71.3324,56.57,46,23,3.44,few clouds
269,Honiara,SB,-9.4333,159.95,77.74,86,100,1.92,moderate rain
270,Bairiki,KI,1.3292,172.9752,77.0,94,40,8.05,light intensity shower rain
271,Vilcun,CL,-38.65,-72.2333,38.14,68,100,5.14,overcast clouds
272,Saint Anthony,US,45.0205,-93.218,46.78,91,100,9.22,overcast clouds
273,Saurimo,AO,-9.6608,20.3916,86.32,51,75,5.75,broken clouds
274,Jiaozuo,CN,35.2397,113.2331,63.07,21,0,7.29,clear sky
275,Nowy Dwor Gdanski,PL,54.2131,19.1177,54.68,66,100,9.13,overcast clouds
276,Nuuk,GL,64.1835,-51.7216,29.88,58,44,10.0,scattered clouds
277,Flinders,AU,-34.5833,150.8552,56.25,89,8,3.0,clear sky
278,Hofn,IS,64.2539,-15.2082,48.22,71,75,9.22,broken clouds
279,Sinnamary,GF,5.3833,-52.95,82.94,69,43,12.86,scattered clouds
280,Yaan,NG,7.3833,8.5667,90.77,45,100,6.64,overcast clouds
281,Salina Cruz,MX,16.1667,-95.2,86.92,57,99,5.08,overcast clouds
282,Banda Aceh,ID,5.5577,95.3222,81.37,79,98,15.12,overcast clouds
283,Port Hedland,AU,-20.3167,118.5667,78.85,57,92,6.91,overcast clouds
284,Judaberg,NO,59.1659,5.8732,54.0,74,100,5.44,overcast clouds
